Name,Gender,Game,Age,Age_range,Playable,Sexualization,Id,Species,Side,Relevance,Romantic_Interest,Game_Id,Title,Release,Series,Genre,Sub-genre,Developer,Publisher,Country,Platform,PEGI,Customizable_main,Protagonist,Protagonist_Non_Male,Relevant_males,Relevant_no_males,Percentage_non_male,Criteria,Director,Total_team,female_team,Team_percentage,Metacritic ,Destructoid,IGN,GameSpot,Avg_Reviews,Unnamed: 27,Sexualized_clothing,Trophy,Damsel in Distress,Sexualized Cutscenes,Total
Sahelanthropus,Non-binary,MGSV,Unknown,Unknown,0,0,MGSV_Sahelanthropus,Robot,P,SC,No,MGSV,Metal Gear Solid V: The Phantom Pain,Sep-15,Metal Gear,Action,Stealth,Kojima Productions,Konami,JPN,Multi,18,No,1,0,8,2,20%,TR,M,11,0,0%,9.3,9.0,10.0,10.0,9.6,,0,0,0,0,0
Swapper,Female,TSWP,Unknown,Unknown,1,0,TSWP_Swapper,Human,P,PA,No,TSWP,The Swapper,May-13,,Action,Puzzle-Platform,Facepalm Games,Facepalm Games,FIN,Computer,7,No,1,1,2,4,67%,TR,M,1,0,0%,8.7,10.0,9.3,8.0,9.0,,0,0,0,0,0
Head Watcher,Non-binary,TSWP,Unknown,Unknown,0,0,TSWP_Head,Unknown,A,MA,No,TSWP,The Swapper,May-13,,Action,Puzzle-Platform,Facepalm Games,Facepalm Games,FIN,Computer,7,No,1,1,2,4,67%,TR,M,1,0,0%,8.7,10.0,9.3,8.0,9.0,,0,0,0,0,0
Dennet,Female,TSWP,Unknown,Unknown,0,0,TSWP_Dennet,Human,P,MC,No,TSWP,The Swapper,May-13,,Action,Puzzle-Platform,Facepalm Games,Facepalm Games,FIN,Computer,7,No,1,1,2,4,67%,TR,M,1,0,0%,8.7,10.0,9.3,8.0,9.0,,0,0,0,0,0
Chalmers,Female,TSWP,Unknown,Unknown,0,0,TSWP_Chalmers,Human,P,MC,No,TSWP,The Swapper,May-13,,Action,Puzzle-Platform,Facepalm Games,Facepalm Games,FIN,Computer,7,No,1,1,2,4,67%,TR,M,1,0,0%,8.7,10.0,9.3,8.0,9.0,,0,0,0,0,0
Marcus,Male,TSWP,Unknown,Unknown,0,0,TSWP_Marcus,Human,P,SC,No,TSWP,The Swapper,May-13,,Action,Puzzle-Platform,Facepalm Games,Facepalm Games,FIN,Computer,7,No,1,1,2,4,67%,TR,M,1,0,0%,8.7,10.0,9.3,8.0,9.0,,0,0,0,0,0
Captain,Male,TSWP,Unknown,Unknown,0,0,TSWP_Captain,Human,A,SC,No,TSWP,The Swapper,May-13,,Action,Puzzle-Platform,Facepalm Games,Facepalm Games,FIN,Computer,7,No,1,1,2,4,67%,TR,M,1,0,0%,8.7,10.0,9.3,8.0,9.0,,0,0,0,0,0
Otus,Male,OWB,13,Child,1,0,OWB_Otus,Humanoid,P,PA,No,OWB,Owlboy,Nov-16,,Action-adventure,Platform-adventure,D-Pad Studio,D-Pad Studio,NOR,Multi,7,No,1,0,8,0,0%,TR,M,3,0,0%,8.7,10.0,9.3,9.0,9.3,,0,0,0,0,0
Asio,Male,OWB,Elderly,Elderly,0,0,OWB_Asio,Humanoid,P,MC,No,OWB,Owlboy,Nov-16,,Action-adventure,Platform-adventure,D-Pad Studio,D-Pad Studio,NOR,Multi,7,No,1,0,8,0,0%,TR,M,3,0,0%,8.7,10.0,9.3,9.0,9.3,,0,0,0,0,0
Geddy,Male,OWB,Young adult,Young adult,0,0,OWB_Geddy,Human,P,SK,No,OWB,Owlboy,Nov-16,,Action-adventure,Platform-adventure,D-Pad Studio,D-Pad Studio,NOR,Multi,7,No,1,0,8,0,0%,TR,M,3,0,0%,8.7,10.0,9.3,9.0,9.3,,0,0,0,0,0
Alphonse,Male,OWB,Adult,Adult,0,0,OWB_Alphonse,Android-Robot,P,MC,No,OWB,Owlboy,Nov-16,,Action-adventure,Platform-adventure,D-Pad Studio,D-Pad Studio,NOR,Multi,7,No,1,0,8,0,0%,TR,M,3,0,0%,8.7,10.0,9.3,9.0,9.3,,0,0,0,0,0
Twig,Male,OWB,Unknown,Unknown,0,0,OWB_Twig,Humanoid,P,MC,No,OWB,Owlboy,Nov-16,,Action-adventure,Platform-adventure,D-Pad Studio,D-Pad Studio,NOR,Multi,7,No,1,0,8,0,0%,TR,M,3,0,0%,8.7,10.0,9.3,9.0,9.3,,0,0,0,0,0
Dirk,Male,OWB,Unknown,Unknown,0,0,OWB_Dirk,Android-Robot,A,MC,No,OWB,Owlboy,Nov-16,,Action-adventure,Platform-adventure,D-Pad Studio,D-Pad Studio,NOR,Multi,7,No,1,0,8,0,0%,TR,M,3,0,0%,8.7,10.0,9.3,9.0,9.3,,0,0,0,0,0
Molstrom,Male,OWB,Unknown,Unknown,0,0,OWB_Molstrom,Android-Robot,A,MA,No,OWB,Owlboy,Nov-16,,Action-adventure,Platform-adventure,D-Pad Studio,D-Pad Studio,NOR,Multi,7,No,1,0,8,0,0%,TR,M,3,0,0%,8.7,10.0,9.3,9.0,9.3,,0,0,0,0,0
Solus,Male,OWB,Unknown,Unknown,0,0,OWB_Solus,Humanoid-Animal,A,MC,No,OWB,Owlboy,Nov-16,,Action-adventure,Platform-adventure,D-Pad Studio,D-Pad Studio,NOR,Multi,7,No,1,0,8,0,0%,TR,M,3,0,0%,8.7,10.0,9.3,9.0,9.3,,0,0,0,0,0
Bearer of the Course,Custom,DS2,Unknown,Unknown,1,0,DS2_Bearer,Human,P,PA,No,DS2,Dark Souls 2,Mar-14,Dark Souls,RPG,Action RPG,FromSoftware,Bandai Namco Games,JPN,Multi,16,Yes,1,1,2,3,60%,TR,M,7,0,0%,9.1,,9.0,9.0,9.0,,0,0,0,0,0
Emerald Herald,Female,DS2,Unknown,Unknown,0,0,DS2_Emerald,Human,P,SK,No,DS2,Dark Souls 2,Mar-14,Dark Souls,RPG,Action RPG,FromSoftware,Bandai Namco Games,JPN,Multi,16,Yes,1,1,2,3,60%,TR,M,7,0,0%,9.1,,9.0,9.0,9.0,,0,0,0,0,0
Nashandra,Female,DS2,Unknown,Unknown,0,0,DS2_Nashandra,Humanoid,A,MA,No,DS2,Dark Souls 2,Mar-14,Dark Souls,RPG,Action RPG,FromSoftware,Bandai Namco Games,JPN,Multi,16,Yes,1,1,2,3,60%,TR,M,7,0,0%,9.1,,9.0,9.0,9.0,,0,0,0,0,0
Vendrick,Male,DS2,Unknown,Unknown,0,0,DS2_Vendrick,Humanoid,A,MC,No,DS2,Dark Souls 2,Mar-14,Dark Souls,RPG,Action RPG,FromSoftware,Bandai Namco Games,JPN,Multi,16,Yes,1,1,2,3,60%,TR,M,7,0,0%,9.1,,9.0,9.0,9.0,,0,0,0,0,0
Aldia,Male,DS2,Unknown,Unknown,0,0,DS2_Aldia,Humanoid,A,SC,No,DS2,Dark Souls 2,Mar-14,Dark Souls,RPG,Action RPG,FromSoftware,Bandai Namco Games,JPN,Multi,16,Yes,1,1,2,3,60%,TR,M,7,0,0%,9.1,,9.0,9.0,9.0,,0,0,0,0,0
Isaac,Male,TBOIR,Child,Child,1,0,TBOIR_Isaac,Human,P,PA,No,TBOIR,The Binding of Isaac: Rebirth,Nov-14,,RPG,Roguelike,Nicalis,Nicalis,USA,Multi,16,No,1,0,7,4,36%,TR,M,3,0,0%,8.4,10.0,9.0,8.0,8.9,,0,0,0,0,0
Mother,Female,TBOIR,Adult,Adult,0,0,TBOIR_Mother,Human,A,MA,No,TBOIR,The Binding of Isaac: Rebirth,Nov-14,,RPG,Roguelike,Nicalis,Nicalis,USA,Multi,16,No,1,0,7,4,36%,TR,M,3,0,0%,8.4,10.0,9.0,8.0,8.9,,0,0,0,0,0
Magdalene,Female,TBOIR,Child,Child,1,0,TBOIR_Magdalene,Human,P,MC,No,TBOIR,The Binding of Isaac: Rebirth,Nov-14,,RPG,Roguelike,Nicalis,Nicalis,USA,Multi,16,No,1,0,7,4,36%,TR,M,3,0,0%,8.4,10.0,9.0,8.0,8.9,,0,0,0,0,0
Cain,Male,TBOIR,Child,Child,1,0,TBOIR_Cain,Human,P,MC,No,TBOIR,The Binding of Isaac: Rebirth,Nov-14,,RPG,Roguelike,Nicalis,Nicalis,USA,Multi,16,No,1,0,7,4,36%,TR,M,3,0,0%,8.4,10.0,9.0,8.0,8.9,,0,0,0,0,0
Judas,Male,TBOIR,Child,Child,1,0,TBOIR_Judas,Human,P,MC,No,TBOIR,The Binding of Isaac: Rebirth,Nov-14,,RPG,Roguelike,Nicalis,Nicalis,USA,Multi,16,No,1,0,7,4,36%,TR,M,3,0,0%,8.4,10.0,9.0,8.0,8.9,,0,0,0,0,0
???,Male,TBOIR,Child,Child,1,0,TBOIR_???,Human,P,MC,No,TBOIR,The Binding of Isaac: Rebirth,Nov-14,,RPG,Roguelike,Nicalis,Nicalis,USA,Multi,16,No,1,0,7,4,36%,TR,M,3,0,0%,8.4,10.0,9.0,8.0,8.9,,0,0,0,0,0
Eve,Female,TBOIR,Child,Child,1,0,TBOIR_Eve,Human,P,SC,No,TBOIR,The Binding of Isaac: Rebirth,Nov-14,,RPG,Roguelike,Nicalis,Nicalis,USA,Multi,16,No,1,0,7,4,36%,TR,M,3,0,0%,8.4,10.0,9.0,8.0,8.9,,0,0,0,0,0
Samson,Male,TBOIR,Child,Child,1,0,TBOIR_Samson,Human,P,SC,No,TBOIR,The Binding of Isaac: Rebirth,Nov-14,,RPG,Roguelike,Nicalis,Nicalis,USA,Multi,16,No,1,0,7,4,36%,TR,M,3,0,0%,8.4,10.0,9.0,8.0,8.9,,0,0,0,0,0
Azazel,Male,TBOIR,Child,Child,1,0,TBOIR_Azazel,Human,P,SC,No,TBOIR,The Binding of Isaac: Rebirth,Nov-14,,RPG,Roguelike,Nicalis,Nicalis,USA,Multi,16,No,1,0,7,4,36%,TR,M,3,0,0%,8.4,10.0,9.0,8.0,8.9,,0,0,0,0,0
Lazarus,Male,TBOIR,Child,Child,1,0,TBOIR_Lazarus,Human,P,SC,No,TBOIR,The Binding of Isaac: Rebirth,Nov-14,,RPG,Roguelike,Nicalis,Nicalis,USA,Multi,16,No,1,0,7,4,36%,TR,M,3,0,0%,8.4,10.0,9.0,8.0,8.9,,0,0,0,0,0
The Lost,Non-binary,TBOIR,Child,Child,1,0,TBOIR_The,Human,P,SC,No,TBOIR,The Binding of Isaac: Rebirth,Nov-14,,RPG,Roguelike,Nicalis,Nicalis,USA,Multi,16,No,1,0,7,4,36%,TR,M,3,0,0%,8.4,10.0,9.0,8.0,8.9,,0,0,0,0,0
Aurora,Female,COL,Teenager,Teenager,1,0,COL_Aurora,Human,P,PA,No,COL,Child of Light,Apr-14,,Action,Platform RPG,Ubisoft Montreal,Ubisoft,CAN,Multi,7,No,1,1,6,7,54%,TR,M,7,3,43%,8.2,8.5,9.3,8.0,8.5,,0,0,0,0,0
Duke,Male,COL,Middle-aged,Middle-aged,0,0,COL_Duke,Human,P,MC,No,COL,Child of Light,Apr-14,,Action,Platform RPG,Ubisoft Montreal,Ubisoft,CAN,Multi,7,No,1,1,6,7,54%,TR,M,7,3,43%,8.2,8.5,9.3,8.0,8.5,,0,0,0,0,0
Igniculus,Male,COL,Unknown,Unknown,1,0,COL_Igniculus,Creature,P,SK,No,COL,Child of Light,Apr-14,,Action,Platform RPG,Ubisoft Montreal,Ubisoft,CAN,Multi,7,No,1,1,6,7,54%,TR,M,7,3,43%,8.2,8.5,9.3,8.0,8.5,,0,0,0,0,0
Lady of the Forest,Female,COL,43,Middle-aged,0,0,COL_Lady,Human,P,MC,No,COL,Child of Light,Apr-14,,Action,Platform RPG,Ubisoft Montreal,Ubisoft,CAN,Multi,7,No,1,1,6,7,54%,TR,M,7,3,43%,8.2,8.5,9.3,8.0,8.5,,0,0,0,0,0
Rubella,Female,COL,Young adult,Young adult,1,0,COL_Rubella,Human,P,SC,No,COL,Child of Light,Apr-14,,Action,Platform RPG,Ubisoft Montreal,Ubisoft,CAN,Multi,7,No,1,1,6,7,54%,TR,M,7,3,43%,8.2,8.5,9.3,8.0,8.5,,0,0,0,0,0
Finn,Male,COL,13,Child,1,0,COL_Finn,Human,P,SC,No,COL,Child of Light,Apr-14,,Action,Platform RPG,Ubisoft Montreal,Ubisoft,CAN,Multi,7,No,1,1,6,7,54%,TR,M,7,3,43%,8.2,8.5,9.3,8.0,8.5,,0,0,0,0,0
Norah / Nox,Female,COL,Young adult,Young adult,1,0,COL_Norah,Human,B,MC,No,COL,Child of Light,Apr-14,,Action,Platform RPG,Ubisoft Montreal,Ubisoft,CAN,Multi,7,No,1,1,6,7,54%,TR,M,7,3,43%,8.2,8.5,9.3,8.0,8.5,,0,0,0,0,0
Robert,Male,COL,Unknown,Unknown,1,0,COL_Robert,Humanoid-Animal,P,SC,No,COL,Child of Light,Apr-14,,Action,Platform RPG,Ubisoft Montreal,Ubisoft,CAN,Multi,7,No,1,1,6,7,54%,TR,M,7,3,43%,8.2,8.5,9.3,8.0,8.5,,0,0,0,0,0
Tristis,Male,COL,Adult,Adult,1,0,COL_Tristis,Human,P,SC,No,COL,Child of Light,Apr-14,,Action,Platform RPG,Ubisoft Montreal,Ubisoft,CAN,Multi,7,No,1,1,6,7,54%,TR,M,7,3,43%,8.2,8.5,9.3,8.0,8.5,,0,0,0,0,0
Cordelia / Crepusculum,Female,COL,Adult,Adult,0,0,COL_Cordelia,Human,A,SC,No,COL,Child of Light,Apr-14,,Action,Platform RPG,Ubisoft Montreal,Ubisoft,CAN,Multi,7,No,1,1,6,7,54%,TR,M,7,3,43%,8.2,8.5,9.3,8.0,8.5,,0,0,0,0,0
Umbra,Female,COL,Middle-aged,Middle-aged,0,0,COL_Umbra,Human,A,MA,No,COL,Child of Light,Apr-14,,Action,Platform RPG,Ubisoft Montreal,Ubisoft,CAN,Multi,7,No,1,1,6,7,54%,TR,M,7,3,43%,8.2,8.5,9.3,8.0,8.5,,0,0,0,0,0
Oengus,Male,COL,Unknown,Unknown,1,0,COL_Oengus,Humanoid,P,SC,No,COL,Child of Light,Apr-14,,Action,Platform RPG,Ubisoft Montreal,Ubisoft,CAN,Multi,7,No,1,1,6,7,54%,TR,M,7,3,43%,8.2,8.5,9.3,8.0,8.5,,0,0,0,0,0
Genovefa,Female,COL,Teenager,Teenager,1,0,COL_Genovefa,Humanoid,P,SC,No,COL,Child of Light,Apr-14,,Action,Platform RPG,Ubisoft Montreal,Ubisoft,CAN,Multi,7,No,1,1,6,7,54%,TR,M,7,3,43%,8.2,8.5,9.3,8.0,8.5,,0,0,0,0,0
FLorence Yeoh,Female,FLR,25,Adult,1,0,FLR_FLorence,Human,P,PA,No,FLR,Florence,Feb-18,,Interactive Story,Interactive Story,Mountains,Annapurna Interactive,USA,Mobile,3,No,1,1,1,1,50%,TR,M,2,0,0%,8.7,8.0,9.6,,8.8,,0,0,0,0,0
Krish,Male,FLR,Adult,Adult,0,0,FLR_Krish,Human,P,DA,Yes,FLR,Florence,Feb-18,,Interactive Story,Interactive Story,Mountains,Annapurna Interactive,USA,Mobile,3,No,1,1,1,1,50%,TR,M,2,0,0%,8.7,8.0,9.6,,8.8,,0,0,0,0,0
Miles Morales,Male,MSMMM,17,Teenager,1,0,MSMMM_Miles,Human,P,PA,No,MSMMM,Marvel's Spider-Man: Miles Morales,Nov-20,Marvel's Spider-Man,Action-adventure,Action-adventure,Insomniac Games,Sony Interactive Entertaiment,USA,PS4,16,No,1,0,7,5,42%,TR,M,8,1,13%,8.5,9.0,9.0,7.0,8.4,,0,0,0,0,0
Simon Krieger,Male,MSMMM,Adult,Adult,0,0,MSMMM_Simon,Human,A,MA,No,MSMMM,Marvel's Spider-Man: Miles Morales,Nov-20,Marvel's Spider-Man,Action-adventure,Action-adventure,Insomniac Games,Sony Interactive Entertaiment,USA,PS4,16,No,1,0,7,5,42%,TR,M,8,1,13%,8.5,9.0,9.0,7.0,8.4,,0,0,0,0,0
Rio Morales,Female,MSMMM,42,Middle-aged,0,0,MSMMM_Rio,Human,P,MC,No,MSMMM,Marvel's Spider-Man: Miles Morales,Nov-20,Marvel's Spider-Man,Action-adventure,Action-adventure,Insomniac Games,Sony Interactive Entertaiment,USA,PS4,16,No,1,0,7,5,42%,TR,M,8,1,13%,8.5,9.0,9.0,7.0,8.4,,0,0,0,0,0
Rhino,Male,MSMMM,42,Middle-aged,0,0,MSMMM_Rhino,Human,A,SC,No,MSMMM,Marvel's Spider-Man: Miles Morales,Nov-20,Marvel's Spider-Man,Action-adventure,Action-adventure,Insomniac Games,Sony Interactive Entertaiment,USA,PS4,16,No,1,0,7,5,42%,TR,M,8,1,13%,8.5,9.0,9.0,7.0,8.4,,0,0,0,0,0
Parker,Male,MSMMM,Adult,Adult,0,0,MSMMM_Parker,Human,P,SC,No,MSMMM,Marvel's Spider-Man: Miles Morales,Nov-20,Marvel's Spider-Man,Action-adventure,Action-adventure,Insomniac Games,Sony Interactive Entertaiment,USA,PS4,16,No,1,0,7,5,42%,TR,M,8,1,13%,8.5,9.0,9.0,7.0,8.4,,0,0,0,0,0
Ganke Lee,Male,MSMMM,17,Teenager,0,0,MSMMM_Ganke,Human,P,SK,No,MSMMM,Marvel's Spider-Man: Miles Morales,Nov-20,Marvel's Spider-Man,Action-adventure,Action-adventure,Insomniac Games,Sony Interactive Entertaiment,USA,PS4,16,No,1,0,7,5,42%,TR,M,8,1,13%,8.5,9.0,9.0,7.0,8.4,,0,0,0,0,0
Aaron Davis,Male,MSMMM,41,Middle-aged,0,0,MSMMM_Aaron,Human,B,MC,No,MSMMM,Marvel's Spider-Man: Miles Morales,Nov-20,Marvel's Spider-Man,Action-adventure,Action-adventure,Insomniac Games,Sony Interactive Entertaiment,USA,PS4,16,No,1,0,7,5,42%,TR,M,8,1,13%,8.5,9.0,9.0,7.0,8.4,,0,0,0,0,0
Danika Hart,Female,MSMMM,19,Young adult,0,0,MSMMM_Danika,Human,P,MC,No,MSMMM,Marvel's Spider-Man: Miles Morales,Nov-20,Marvel's Spider-Man,Action-adventure,Action-adventure,Insomniac Games,Sony Interactive Entertaiment,USA,PS4,16,No,1,0,7,5,42%,TR,M,8,1,13%,8.5,9.0,9.0,7.0,8.4,,0,0,0,0,0
Gloria Davila,Female,MSMMM,Adult,Adult,0,0,MSMMM_Gloria,Human,P,SC,No,MSMMM,Marvel's Spider-Man: Miles Morales,Nov-20,Marvel's Spider-Man,Action-adventure,Action-adventure,Insomniac Games,Sony Interactive Entertaiment,USA,PS4,16,No,1,0,7,5,42%,TR,M,8,1,13%,8.5,9.0,9.0,7.0,8.4,,0,0,0,0,0
Hailey Cooper,Female,MSMMM,Young adult,Young adult,0,0,MSMMM_Hailey,Human,P,SC,No,MSMMM,Marvel's Spider-Man: Miles Morales,Nov-20,Marvel's Spider-Man,Action-adventure,Action-adventure,Insomniac Games,Sony Interactive Entertaiment,USA,PS4,16,No,1,0,7,5,42%,TR,M,8,1,13%,8.5,9.0,9.0,7.0,8.4,,0,0,0,0,0
Rick Mason,Male,MSMMM,Adult,Adult,0,0,MSMMM_Rick,Human,A,SC,No,MSMMM,Marvel's Spider-Man: Miles Morales,Nov-20,Marvel's Spider-Man,Action-adventure,Action-adventure,Insomniac Games,Sony Interactive Entertaiment,USA,PS4,16,No,1,0,7,5,42%,TR,M,8,1,13%,8.5,9.0,9.0,7.0,8.4,,0,0,0,0,0
Phin Mason,Female,MSMMM,17,Teenager,0,0,MSMMM_Phin,Human,B,MC,No,MSMMM,Marvel's Spider-Man: Miles Morales,Nov-20,Marvel's Spider-Man,Action-adventure,Action-adventure,Insomniac Games,Sony Interactive Entertaiment,USA,PS4,16,No,1,0,7,5,42%,TR,M,8,1,13%,8.5,9.0,9.0,7.0,8.4,,0,0,0,0,0
Kena,Female,KBOS,Teenager,Teenager,1,0,KBOS_Kena,Human,P,PA,No,KBOS,Kena: Bridge of Spirits,Sep-21,,Action-adventure,Action-adventure,Ember Lab,Ember Lab,USA,Multi,12,No,1,1,5,5,50%,TR,M,3,1,33%,8.2,8.0,8.0,9.0,8.3,,0,0,0,0,0
Rot,Non-binary,KBOS,Unknown,Unknown,0,0,KBOS_Rot,Creature,P,SK,No,KBOS,Kena: Bridge of Spirits,Sep-21,,Action-adventure,Action-adventure,Ember Lab,Ember Lab,USA,Multi,12,No,1,1,5,5,50%,TR,M,3,1,33%,8.2,8.0,8.0,9.0,8.3,,0,0,0,0,0
Toshi,Male,KBOS,Unknown,Unknown,0,0,KBOS_Toshi,Human,A,MA,No,KBOS,Kena: Bridge of Spirits,Sep-21,,Action-adventure,Action-adventure,Ember Lab,Ember Lab,USA,Multi,12,No,1,1,5,5,50%,TR,M,3,1,33%,8.2,8.0,8.0,9.0,8.3,,0,0,0,0,0
Zajuro,Male,KBOS,Elderly,Elderly,0,0,KBOS_Zajuro,Human,P,MC,No,KBOS,Kena: Bridge of Spirits,Sep-21,,Action-adventure,Action-adventure,Ember Lab,Ember Lab,USA,Multi,12,No,1,1,5,5,50%,TR,M,3,1,33%,8.2,8.0,8.0,9.0,8.3,,0,0,0,0,0
Saiya,Female,KBOS,Infant,Infant,0,0,KBOS_Saiya,Human,P,SC,No,KBOS,Kena: Bridge of Spirits,Sep-21,,Action-adventure,Action-adventure,Ember Lab,Ember Lab,USA,Multi,12,No,1,1,5,5,50%,TR,M,3,1,33%,8.2,8.0,8.0,9.0,8.3,,0,0,0,0,0
Beni,Male,KBOS,Infant,Infant,0,0,KBOS_Beni,Human,P,SC,No,KBOS,Kena: Bridge of Spirits,Sep-21,,Action-adventure,Action-adventure,Ember Lab,Ember Lab,USA,Multi,12,No,1,1,5,5,50%,TR,M,3,1,33%,8.2,8.0,8.0,9.0,8.3,,0,0,0,0,0
Taro,Male,KBOS,Child,Child,0,0,KBOS_Taro,Human,P,SC,No,KBOS,Kena: Bridge of Spirits,Sep-21,,Action-adventure,Action-adventure,Ember Lab,Ember Lab,USA,Multi,12,No,1,1,5,5,50%,TR,M,3,1,33%,8.2,8.0,8.0,9.0,8.3,,0,0,0,0,0
Rusu,Male,KBOS,Adult,Adult,0,0,KBOS_Rusu,Human,P,SC,No,KBOS,Kena: Bridge of Spirits,Sep-21,,Action-adventure,Action-adventure,Ember Lab,Ember Lab,USA,Multi,12,No,1,1,5,5,50%,TR,M,3,1,33%,8.2,8.0,8.0,9.0,8.3,,0,0,0,0,0
Adira,Female,KBOS,Adult,Adult,0,0,KBOS_Adira,Human,P,SC,No,KBOS,Kena: Bridge of Spirits,Sep-21,,Action-adventure,Action-adventure,Ember Lab,Ember Lab,USA,Multi,12,No,1,1,5,5,50%,TR,M,3,1,33%,8.2,8.0,8.0,9.0,8.3,,0,0,0,0,0
Hana,Female,KBOS,Adult,Adult,0,0,KBOS_Hana,Human,P,SC,No,KBOS,Kena: Bridge of Spirits,Sep-21,,Action-adventure,Action-adventure,Ember Lab,Ember Lab,USA,Multi,12,No,1,1,5,5,50%,TR,M,3,1,33%,8.2,8.0,8.0,9.0,8.3,,0,0,0,0,0
